id,created_at,updated_at,canceled_at,in_open_list,completion_date_time,reparation_start_date_time,reparation_end_date_time,vehicle_id,contact_id,license_plate,vehicle_identification_number,manufacturer,model,model_type,first_registration,mileage,company,salutation_id,first_name,last_name,street,zip_code,city,email,phone,customer_number,state_id,state_name,state_category,state_ids,order_count,order_numbers,insurer_id,is_huk_relevant,workshop_task_count,work_load_total,gt_case_type,gt_case_kind,gt_zones,gt_severity,gt_insurance_type,gt_lifecycle_stage,freitext
899831,2026-05-29 13:40:26,2026-06-16 23:48:20,,false,2026-06-15 09:07:19,2026-06-10 15:48:20,2026-06-15 20:48:20,115413,133716,QQF-JK 9502,ZZB77LB86RB111082,Mercedes,A-Klasse,W177,2023-02-03,85934,Kieswerk Bau e.K.,2,,,Kiefernweg 62,70173,Stuttgart,kontakt_jung@example.org,+49 (0)159 6754894,966850,36,🏁🔜Abgeholt/Ausgeliefert - Folgetermin offen,Vorgangsstatus,36|947|1151|51,1,169901,101,false,0,0,damage,Steinschlag,Windschutzscheibe,mittel,teilkasko,abgeschlossen,"Fzg. vorgefahren, Steinschlag auf der Autobahn. Windschutzscheibe: Einschlag außerhalb Sichtfeld, Harzreparatur angeboten.
Kunde fragt nach Reparaturdauer. Hol- und Bringservice gewünscht.
Teilkasko, SB 150 EUR, KVA an Vers.
Teile bestellt, Liefertermin offen.
~~~~~~~~~~~~~
30.05.26 16:40 Teiledienst: Teile bestellt, Nachricht an Dispo
04.06.26 20:40 Lack: Rückruf nicht erreicht, Mailbox"
891780,2026-03-26 16:34:54,2026-04-20 12:39:08,,true,,2026-04-19 13:39:08,,118788,138482,QQD-B 677,ZZDBV2KV7S8179143,Ford,Puma,J2K,2019-10-03,111005,Altmuehl Elektrotechnik e.K.,,Sven,Schaefer,Ahornweg 67,30655,Hannover,sven.schaefer@example.org,+49 (0)155 2189149,659275,157,🛒MECHANIK Teile vorab bestellen!,Vorgangsstatus,157|952|1083|399,1,368101,,false,0,0,damage,Steinschlag,Windschutzscheibe,mittel,selbstzahler,laufend,"Kunde meldet: Steinschlag vom Lkw vor dem Fzg. Riss in Windschutzscheibe zieht sich über die halbe Breite.
Kunde bittet um Rückruf bis Freitag. Leihwagen ja, Hol- und Bringservice ja.
Ohne Versicherung, Kunde entscheidet nach Preis.
Bitte Lackabgleich, Farbton prüfen.
~~~~~~~~~~~~~
28.03.26 21:34 TS: Leihwagen reserviert"
825030,2026-06-14 10:44:21,2026-06-14 17:44:21,,true,,,,129714,146688,QQD-KV 8647,ZZCAY4E6XXT069487,Skoda,Superb Combi,3V5,2014-02-26,109435,Nordlicht Logistik OHG,2,,,An der Bleiche 56,30169,Hannover,kontakt.heinrich@example.com,0171/2423003,726526,533,📲✅Vorkalkulation erledigt bitte Termin vereinbaren,Vorgangsstatus,533|785|101|1170,1,014471,,false,3,232,service,Ölwechsel,,,,neu,"Skoda Superb Combi, QQD-KV 8647, km 109435
Ölwechsel: Ölservice fällig, Anzeige im Display.
Innenraumfilter riecht, mit tauschen.
Bitte Rechnung an die Firma. Fzg. bleibt über Nacht da.
~~~~~~~~~~~~~
16.06.26 12:44 M. Fiedler: Ersatzteil eingetroffen, Termin vereinbaren"
879066,2026-04-10 09:20:09,2026-04-11 10:20:09,,true,,,,128265,145408,ZQ-LB 849,ZZE2A66Z2T3643000,Mercedes,A-Klasse,W177,2021-08-23,97685,,3,Annika,Schaefer,Bruehlstrasse 90,41061,Moenchengladbach,,0179 3129678,213448,533,📲✅Vorkalkulation erledigt bitte Termin vereinbaren,Vorgangsstatus,533|238|613|501,1,219625,,false,3,123,service,Inspektion,,,,neu,"Mercedes A-Klasse, ZQ-LB 849
KD meldet telefonisch: Inspektion fällig, Kunde wünscht Kostenrahmen vorab.
Klimaanlage kühlt schlecht, bitte prüfen.
Kunde bittet um Kostenvoranschlag.
Kunde ist informiert, meldet sich."
881795,2026-06-18 11:22:48,2026-07-10 00:00:08,,false,2026-07-09 09:55:18,2026-07-05 07:00:08,2026-07-09 11:00:08,100988,153095,QQF-EB 37,ZZE6BN934TU306967,BMW,1er,F40,2019-11-17,107343,,,Julia,Frank,Feldblumenweg 35,10247,Berlin,julia.frank16@example.org,0160/6059900,429688,36,🏁🔜Abgeholt/Ausgeliefert - Folgetermin offen,Vorgangsstatus,36|184|488|1014,2,032362|217039,,false,0,0,service,Inspektion,,,,abgeschlossen,"Fzg. vorgefahren, Inspektion nach Herstellervorgabe.
Kunde meldet Geräusch beim Lenken.
Ersatzwagen geklärt, Klasse klein.
Bitte Wiedervorlage in einer Woche."
875695,2026-05-13 14:02:52,2026-06-06 07:22:37,,true,2026-06-04 14:48:35,2026-06-01 11:22:37,2026-06-04 18:22:37,114735,155624,XQD-K 704,ZZJ6GUFE2WG229747,VW,Passat Variant,3G5,2016-06-26,75486,,3,Bernd,Engel,Veilchenweg 125,93047,Regensburg,bernd.engel@example.com,0177/6515254,535682,1153,👆🚚 Bringservice mit Folgetermin,Vorgangsstatus,1153|1563,3,820705|644684|383415,134,true,3,90,damage,Parkschaden,Kotflügel vorne links,schwer,gesteuert,fertig,"VW Passat Variant, XQD-K 704, km 75486
Fzg. angeliefert, Parkschaden vor dem Supermarkt, niemand gemeldet. Träger verformt an Kotflügel vorne links, handtellergroß.
Kunde möchte wissen ob Instandsetzung reicht. Fzg. bleibt über Nacht da.
Schadensteuerer hat KVA in Prüfung.
Nach Zerlegung nachkalkulieren.
Steuerung: Talblick Fleet."
866323,2026-04-17 14:40:04,2026-04-22 21:45:22,,true,,2026-04-22 09:45:22,,103163,139927,QX-FE 38,ZZA443081SZ829090,BMW,3er Touring,G21,2019-09-08,119950,Kieswerk Elektrotechnik AG,,,,Kastanienallee 30,44137,Dortmund,,+49 177 6695354,765448,92,😀↪🕧Kunde erreicht Meldet sich,Vorgangsstatus,92|397,1,593503,,false,1,51,service,HU/AU,,,,laufend,"BMW 3er Touring, QX-FE 38, km 119950
Kunde meldet: HU überfällig seit letztem Monat.
Kunde meldet Geräusch beim Lenken.
Kunde wartet, bitte zügig. Kunde wartet vor Ort.
~~~~~~~~~~~~~
23.04.26 18:40 SB: Fzg. in Halle, Zerlegung begonnen
30.04.26 23:40 Servicebüro: Kalkulation fertig, an Prüfer
05.05.26 03:40 Servicebüro: KD informiert, Termin steht"
859189,2026-03-28 12:12:42,2026-04-24 18:54:17,,true,2026-04-24 17:54:17,2026-04-22 09:34:46,2026-04-23 10:34:46,116950,147898,ZQA-Z 4,ZZB5K0C03W5005731,Mercedes,A-Klasse,W177,2026-01-28,5641,Blauberg Montage GmbH,3,Ralf,Ziegler,Lerchenstrasse 19,48143,Muenster,rziegler@example.net,0162/4008588,228890,38,👍 🔜Fertig zur Abholung mit Folgetermin,Vorgangsstatus,38|241|438,2,306414|797206,,false,1,25,service,Inspektion,,,,fertig,"Inspektion: Große Inspektion inkl. Innenraumfilter.
Kunde meldet Vibration ab 120 km/h.
Bitte Rechnung an die Firma. Leihwagen ja, Hol- und Bringservice ja."
862181,2026-05-20 14:25:37,2026-05-25 03:52:04,,true,,2026-05-24 14:52:04,,129626,143024,QX-B 86,ZZBAMMYCXTV711450,Mercedes,E-Klasse,W213,2025-03-22,33370,,1,Hannah,Kern,Lindenweg 75,63065,Offenbach am Main,hannah_kern@example.de,+49 (0)162 9306123,519989,17,♻️In Bearbeitung,Vorgangsstatus,17|397|610|994,0,,,false,3,189,service,Inspektion,,,,laufend,"Kunde kommt ohne Termin, Inspektion mit Pollenfilter und Bremsflüssigkeit.
Innenraumfilter riecht, mit tauschen.
Kunde holt am Abend ab.
Bitte Wiedervorlage in einer Woche.
~~~~~~~~~~~~~
22.05.26 16:25 Lack: KV an Kunde verschickt
28.05.26 21:25 M. Berger: Rückruf nicht erreicht, Mailbox
29.05.26 21:25 M. Berger: Fzg. gewaschen, abholbereit"
838641,2026-06-02 17:30:32,2026-06-14 18:24:32,,false,2026-06-14 15:24:32,2026-06-08 13:58:21,2026-06-13 16:58:21,102237,158419,XQE-T 975,ZZF4C4V26XU840968,BMW,5er Limousine,G30,2018-05-01,165216,,3,Melanie,Lorenz,Wacholderweg 87,93047,Regensburg,melanie_lorenz@example.de,+49 (0)172 3941782,061759,1422,Fahrzeug abgeholt (/kommt nochmal),Vorgangsstatus,1422|395|865|497,1,306820,,false,0,0,service,Inspektion,,,,abgeschlossen,"BMW 5er Limousine, XQE-T 975
Kunde kommt ohne Termin, Inspektion mit Pollenfilter und Bremsflüssigkeit.
Kunde meldet Geräusch beim Lenken.
Rückruf erwünscht bevor zusätzliche Arbeiten. Kunde wartet vor Ort.
Termin nach Teileeingang.
~~~~~~~~~~~~~
03.06.26 17:30 Annahme: Rechnung geschrieben"
856108,2026-01-26 09:17:06,2026-02-11 07:27:38,,false,2026-02-10 09:08:11,2026-02-08 14:27:38,2026-02-10 15:27:38,103433,131350,QY-K 890,ZZJS7Y8Z3YJ485813,Seat,Ibiza,KJ1,2023-04-17,54186,Sonnenhang Sanitaer e.K.,1,,,Drosselgasse 44,55116,Mainz,,+49 162 7554616,234273,121,abgerechnet ! Auftrag erledigt abgeschlossen,Vorgangsstatus,121|948|1151|1173,2,076242|066051,,false,0,0,damage,Vandalismus,Kotflügel vorne rechts|Schweller rechts|Motorhaube,leicht,selbstzahler,abgeschlossen,"Seat Ibiza, QY-K 890, km 54186
Bei der Annahme festgestellt: Vandalismus, Verursacher unbekannt. Kotflügel vorne rechts: Lackabrieb, ca. 25 cm.
Weiterer Schaden Schweller rechts, feine Kratzspuren.
Zusätzlich Motorhaube betroffen, Kratzer im Klarlack.
Kunde bittet um Terminvorschlag. Leihwagen nein, Kunde wartet.
Ohne Versicherung, Kunde entscheidet nach Preis.
Fotos liegen im Vorgang.
~~~~~~~~~~~~~
29.01.26 12:17 H. Reuter: Leihwagen reserviert
04.02.26 13:17 TS: KV an Kunde verschickt"
858786,2026-01-13 12:23:00,2026-02-11 03:54:08,,true,2026-02-10 09:54:08,2026-02-07 07:05:17,2026-02-07 11:05:17,122410,132056,XQM-TU 7929,ZZG8L2YU5S8353857,Ford,Puma,J2K,2022-07-18,33985,Buchenkamp Logistik OHG,2,Ingrid,Kliemann,Buchenallee 4,41061,Moenchengladbach,,+49 151 3724824,221589,38,👍 🔜Fertig zur Abholung mit Folgetermin,Vorgangsstatus,38|242|865,1,398236,,false,4,194,service,Räder und Reifen,,,,fertig,"Fzg. vorgefahren, Räderwechsel mit Wuchten, Reifendruck prüfen.
Innenraumfilter riecht, mit tauschen.
Kunde wartet, bitte zügig."
865248,2026-06-15 12:59:13,2026-06-30 01:03:30,,true,,2026-06-29 15:03:30,,119251,153236,XQD-Z 30,ZZDJA86HXVF711113,Audi,Q5,FY,2021-10-01,35097,,,Stefan,Lehmann,Ahornweg 104,10247,Berlin,,+49 (0)159 5705832,653172,17,♻️In Bearbeitung,Vorgangsstatus,17|785|1175,1,054315,,false,0,0,service,Bremsen,,,,laufend,"Bremsen: Bremsscheiben hinten riefig, Kunde meldet Rubbeln.
Kunde wünscht Kostenrahmen vorab. Fzg. bleibt über Nacht da.
Fotos liegen im Vorgang."
865155,2026-04-17 14:16:21,2026-05-15 21:02:16,,false,2026-05-15 10:02:16,2026-05-08 12:40:17,2026-05-13 13:40:17,104651,145787,XQR-LY 4089,ZZAV5P169X3686860,Audi,A1 Sportback,GB,2023-12-08,34728,,,Jonas,Scholz,Amselweg 123,76133,Karlsruhe,jonas.scholz52@example.org,+49 176 8115004,050812,14,🚛✅ Ausgeliefert,Vorgangsstatus,14|1308,1,267819,,false,0,0,service,Bremsen,,,,abgeschlossen,"Bremsen: Bremsflüssigkeit fällig, Beläge messen.
Kunde meldet Vibration ab 120 km/h.
Hol- und Bringservice gewünscht.
~~~~~~~~~~~~~
21.04.26 14:16 A. Wendt: Teile bestellt, Nachricht an Dispo"
850870,2026-01-10 12:08:06,2026-01-11 00:08:06,,true,,,,113083,154147,ZQM-U 5327,ZZFSR2309SK496259,Skoda,Octavia Combi,NX5,2026-04-18,5185,,2,Melanie,Baumann,Bruehlstrasse 35,30655,Hannover,mbaumann@example.com,+49 152 1383474,340116,1559,"🔧📞 Mechanik Termin bitte vereinbaren /Teile, Freigabe eingetroffen",Vorgangsstatus,1559|1010|1131,1,638039,117,false,0,0,damage,Parkschaden,Stoßstange hinten|Tür hinten links,mittel,vollkasko,neu,"Fzg. angeliefert, Parkschaden, Kunde hat Fotos gemacht. An Stoßstange hinten Kratzer bis auf Grundierung (ca. 40 cm).
Weiterer Schaden Tür hinten links, Riss im Lack.
Fzg. bleibt über Nacht da.
Vollkasko, SB 500 EUR, Schadenmeldung raus.
Ersatzteil nur komplett lieferbar, Austausch statt Instandsetzung.
~~~~~~~~~~~~~
12.01.26 12:08 Lack: Rechnung geschrieben
16.01.26 14:08 TS: Leihwagen reserviert"
859320,2026-02-18 15:38:27,2026-03-15 18:25:12,,false,2026-03-14 13:25:12,2026-03-09 15:33:45,2026-03-13 19:33:45,108257,144468,QQK-AS 248,ZZGRXG2P3SF974115,VW,T6.1 Transporter,SG,2017-10-27,75334,Kieswerk Elektrotechnik GmbH,1,,,An der Bleiche 47,90402,Nuernberg,kontakt.beck@example.com,+49 157 5576000,775675,721,🌝 Fzg angekauft,Vorgangsstatus,721|955|1080|1566,1,937078,117,false,1,85,damage,Wildunfall,Stoßstange vorne links,schwer,teilkasko,abgeschlossen,"Kunde meldet: Wildunfall am 11.02. früh morgens. Stoßstange vorne links ca. 3 cm Durchmesser Blech verzogen.
Bitte KVA vor Reparatur abstimmen. Hol- und Bringservice gewünscht.
Teilkasko läuft, SB laut Police 300 EUR.
Versicherung: Weidenhof Sach, Schadennr. 19345251.
~~~~~~~~~~~~~
26.02.26 18:38 C. Kramer: Endkontrolle offen
27.02.26 19:38 Teiledienst: Rechnung geschrieben
04.03.26 22:38 C. Kramer: Kalkulation fertig, an Prüfer"
865386,2026-07-07 11:53:23,2026-07-08 02:53:23,2026-07-09 15:38:21,false,,,,125869,138259,QQB-M 7,ZZG28LMR9XG323000,Seat,Ibiza,KJ1,2022-11-11,71450,,,Laura,Ritter,Feldblumenweg 11,97070,Wuerzburg,laura.ritter@example.com,0179/3689786,702359,13,😢 Kunde nicht erschienen,Vorgangsstatus,13|952|1083,1,949608,,false,0,0,damage,Rangierschaden,Kotflügel vorne rechts,schwer,selbstzahler,storniert,"Fzg. angeliefert, Rangierschaden beim Ausparken. Kotflügel vorne rechts über zwei Bauteile Aufnahme abgerissen.
KVA erwünscht, bitte per Mail.
Selbstzahler, Rechnung an Kunde.
Nach Zerlegung nachkalkulieren.
~~~~~~~~~~~~~
13.07.26 15:53 Annahme: Kalkulation fertig, an Prüfer
17.07.26 15:53 Lack: KD informiert, Termin steht
25.07.26 16:53 Annahme: Rückruf nicht erreicht, Mailbox"
873679,2026-05-01 11:12:10,2026-05-12 20:24:25,,true,,2026-05-11 13:24:25,,112139,142106,QQV-MV 460,ZZFAT0NK3Y1319155,Opel,Astra Sports Tourer,L,2017-01-26,190067,,,Uwe,Jung,Espenstrasse 77,33098,Paderborn,uwe.jung@example.de,0152/3267136,255920,621,🕐⚡🛒 Teil immer noch nicht geliefert Termin kann nicht gehalten werden,Vorgangsstatus,621|182|602|996,1,416097,,false,1,2,service,Ölwechsel,,,,laufend,"Kunde berichtet: Ölwechsel, Longlife zurücksetzen.
Bitte Softwarestand prüfen, Rückruf offen.
Rückruf erwünscht bevor zusätzliche Arbeiten. Kunde wartet vor Ort."
879984,2026-03-22 12:04:17,2026-03-27 17:25:02,,false,2026-03-26 09:25:02,2026-03-25 16:58:03,2026-03-25 19:58:03,103241,147751,QQK-NW 296,ZZDW17AL0XU611502,Ford,Fiesta,JHH,2015-12-24,136861,,,Manuela,Ritter,Lindenweg 79,45127,Essen,manuela_ritter@example.com,0151/3853773,911878,121,abgerechnet ! Auftrag erledigt abgeschlossen,Vorgangsstatus,121|1010|1085|1608|860|996,1,588490,113,false,1,21,damage,Auffahrunfall,Kotflügel vorne rechts|Kotflügel vorne links|Kotflügel hinten rechts,mittel,haftpflicht_gegner,abgeschlossen,"Ford Fiesta, QQK-NW 296, km 136861
KD meldet telefonisch: Auffahrunfall, Hergang lt. Kunde unklar. Kotflügel vorne rechts Delle mit Lackschaden, ca. 40 cm.
Zusätzlich Kotflügel vorne links betroffen, Halterung gebrochen.
Weiterer Schaden Kotflügel hinten rechts, Delle mit Lackschaden.
Kunde will erst nach Preis entscheiden. Ersatzwagen geklärt, Klasse klein.
Unfallgegner bekannt, Haftung dem Grunde nach unstrittig.
Versicherung: Seeblick Kasko, Schadennr. 71106231.
~~~~~~~~~~~~~
26.03.26 13:04 T. Stein: KV an Kunde verschickt
02.04.26 14:04 TS: Rückruf nicht erreicht, Mailbox"
823954,2026-01-09 12:27:37,2026-01-09 18:27:37,2026-01-12 16:48:06,false,,,,124593,147737,XQA-E 9477,ZZH4DCMH3RR973939,Audi,A4 Avant,8W,2019-03-19,115373,Seeblick Montage e.K.,3,,,Buchenallee 100,65183,Wiesbaden,,0170/5606438,915494,35,☹️Absage Termin,Vorgangsstatus,35|1139|1086|1594|399,1,538423,109,true,1,88,damage,Parkschaden,Kotflügel vorne links|Schweller rechts,mittel,gesteuert,storniert,"Kunde meldet: Parkschaden, Kunde hat Fotos gemacht. Kotflügel vorne links: Kunststoff eingedrückt, ca. 10 cm.
Weiterer Schaden Schweller rechts, Kratzer bis auf Grundierung.
Kunde möchte wissen ob Instandsetzung reicht.
Gesteuerter Auftrag, RKÜ liegt noch nicht vor.
Kunde bekommt Zwischeninfo.
Steuerung: Talblick Fleet.
~~~~~~~~~~~~~
16.01.26 15:27 SB: Teile bestellt, Nachricht an Dispo"
829887,2026-04-30 10:27:48,2026-05-01 06:27:48,2026-05-05 17:57:49,false,,,,106754,155700,QQD-NW 56,ZZB9JS3P6V2047193,Opel,Grandland,A18,2013-05-26,229086,,,Nicole,Nolte,Pappelallee 113,71032,Boeblingen,nnolte@example.org,0174 8371263,266490,40,❌ Auftrag storniert,Vorgangsstatus,40|957|1000,0,,,false,0,0,damage,Steinschlag,Windschutzscheibe,schwer,teilkasko,storniert,"Kunde berichtet: Steinschlag bei der Baustellenfahrt. Riss in Windschutzscheibe zieht sich über die halbe Breite.
Kunde fragt nach Reparaturdauer. Fzg. bleibt über Nacht da.
Teilkasko, SB 150 EUR, KVA an Vers.
Ersatzteil nur komplett lieferbar, Austausch statt Instandsetzung."
890375,2026-02-12 17:10:16,2026-02-21 02:02:02,,true,,2026-02-20 09:02:02,,123246,152460,XQB-GR 62,ZZH1GCH93TS998224,Audi,A1 Sportback,GB,2021-09-12,105439,,,Diana,Albrecht,Ulmenstrasse 102,01067,Dresden,diana.albrecht@example.com,+49 (0)173 4092119,421427,33,⚠️Schadensfeststellung,Vorgangsstatus,33|242|610|1131,1,571026,,false,2,100,service,Ölwechsel,,,,laufend,"Bei der Annahme festgestellt: Ölservice fällig, Anzeige im Display.
Scheibenwischer schmieren, bitte erneuern.
Kunde bittet um Kostenvoranschlag.
~~~~~~~~~~~~~
16.02.26 17:10 Dispo: Rückruf nicht erreicht, Mailbox"
830679,2026-08-09 15:16:31,2026-08-28 08:50:02,,true,,2026-08-26 17:50:02,,108822,137539,QQS-U 50,ZZAS2BLB7Y6623216,Mercedes,A-Klasse,W177,2016-02-07,153845,,,Susanne,Riedel,Buchenallee 47,40213,Duesseldorf,sriedel@example.de,+49 163 9818601,414278,89,😪☎Kunde nicht erreicht,Vorgangsstatus,89|796|1175,1,561516,,false,2,94,service,Inspektion,,,,laufend,"Anruf Kunde: Große Inspektion inkl. Innenraumfilter.
Kunde wartet, bitte zügig. Abholung durch Kunde am Nachmittag."
831294,2026-03-05 08:49:45,2026-03-29 17:26:45,,true,2026-03-29 16:26:45,2026-03-28 16:15:49,2026-03-28 21:15:49,129329,155602,QQW-B 9205,ZZC3D7G26X4212168,Audi,Q5,FY,2012-11-14,138745,,3,Sandra,Lorenz,Quittenweg 19,52062,Aachen,sandra.lorenz@example.com,0171 3460618,286090,12,👍 Fertig zur Abholung,Vorgangsstatus,12|954,1,273197,,false,2,114,damage,Rangierschaden,Kotflügel vorne links,leicht,selbstzahler,fertig,"Kunde kommt ohne Termin, Rangierschaden, Kunde schildert Hergang selbst. An Kotflügel vorne links kleine Delle (auf ganzer Länge).
Kunde möchte wissen ob Instandsetzung reicht.
Ohne Versicherung, Kunde entscheidet nach Preis.
~~~~~~~~~~~~~
07.03.26 10:49 TS: KD informiert, Termin steht
10.03.26 10:49 G. Horn: Fzg. in Halle, Zerlegung begonnen"
871432,2026-08-01 07:24:50,2026-08-10 20:37:04,,true,,2026-08-09 14:37:04,,113073,130382,QQV-PJ 520,ZZCTN57W8Y0294756,Mercedes,GLC,X254,2022-10-05,42041,Weidenhof Sanitaer GmbH,1,,,An der Bleiche 6,01067,Dresden,kberger@example.org,+49 160 1626423,323248,37,🔜Neuer Folgetermin,Vorgangsstatus,37|393,1,510069,,false,1,41,service,Inspektion,,,,laufend,"Inspektion: Große Inspektion inkl. Innenraumfilter.
Scheibenwischer schmieren, bitte erneuern.
Kunde bittet um Kostenvoranschlag. Leihwagen nein, Kunde wartet.
Ersatzteil im Rückstand, Kunde informiert.
~~~~~~~~~~~~~
05.08.26 12:24 Karosserie: Ersatzteil eingetroffen, Termin vereinbaren
12.08.26 16:24 D. Scholz: Rueckruf nicht erreicht, Mailbox
18.08.26 16:24 D. Scholz: Endkontrolle offen"
860080,2026-02-09 15:09:57,2026-02-10 16:09:57,2026-02-13 14:31:24,false,,,,114255,144535,XQL-UC 76,ZZB05WGK4Y4448964,Seat,Arona,KJ7,2020-11-28,90755,,,Susanne,Reuter,Ginsterweg 84,10247,Berlin,susanne.reuter19@example.net,+49 179 6081919,397291,13,😢 Kunde nicht erschienen,Vorgangsstatus,13|946|1081,1,984102,101,true,0,0,damage,Vandalismus,Kotflügel vorne rechts|Kotflügel hinten rechts|Kotflügel vorne links,leicht,vollkasko,storniert,"Kunde kommt ohne Termin, Vandalismus, Anzeige bei der Polizei erstattet. Kotflügel vorne rechts ca. 3 cm Durchmesser Kratzer, Lack nicht durch.
Zusätzlich Kotflügel hinten rechts betroffen, Lackabrieb.
Zusätzlich Kotflügel vorne links betroffen, feine Kratzspuren.
Kunde bittet um Rückruf bis Freitag.
Vollkasko, Rückstufung mit Kunde besprochen.
Versicherung: Nordstern Direkt, Schadennr. 23021554."
895796,2026-06-09 09:49:54,2026-07-05 22:57:35,,true,,2026-07-04 07:57:35,,122970,144849,ZQR-NW 14,ZZF5ZJRG4SY887604,Seat,Ateca,KH7,2017-02-11,83201,,,Martin,Dietrich,Kastanienallee 138,20359,Hamburg,martin.dietrich91@example.de,+49 163 5867692,550458,91,🦊☎Haftung unklar Wiedervorlage,Vorgangsstatus,91|951|1147|110,1,644353,,false,1,67,damage,Vandalismus,Tür hinten links,mittel,selbstzahler,laufend,"Kunde berichtet: Vandalismus, Kunde hat Anzeige aufgenommen. Tür hinten links Lack abgeplatzt, ca. 3 cm Durchmesser.
Bitte KVA vor Reparatur abstimmen. Leihwagen nein, Kunde wartet.
Selbstzahler, keine Vers. im Spiel.
Termin nach Teileeingang.
~~~~~~~~~~~~~
16.06.26 10:49 K. Lorenz: Kalkulation fertig, an Prüfer"
851110,2026-03-31 16:54:03,2026-04-26 07:51:04,,false,2026-04-24 11:40:20,2026-04-19 12:51:04,2026-04-24 20:51:04,108850,143427,QQN-LT 82,ZZCNDBF18S9430158,Audi,A4 Avant,8W,2017-09-15,122777,,1,Maria,Lehmann,Salbeiweg 35,06108,Halle (Saale),maria.lehmann65@example.de,+49 173 5032919,472838,9,🏁 Abgeholt,Vorgangsstatus,9|238|614,1,174669,,false,0,0,service,Inspektion,,,,abgeschlossen,"Audi A4 Avant, QQN-LT 82, km 122777
Kunde meldet: Inspektion fällig, Kunde wünscht Kostenrahmen vorab.
Kunde bittet um Kostenvoranschlag. Kunde wartet vor Ort.
~~~~~~~~~~~~~
08.04.26 20:54 Karosserie: Ersatzteil eingetroffen, Termin vereinbaren"
846550,2026-03-13 07:18:28,2026-04-05 02:57:48,,false,2026-04-04 16:57:48,2026-04-03 10:18:18,2026-04-04 11:18:18,102027,151755,QZ-D 45,ZZFSUT8UXTC435241,VW,Passat Variant,3G5,2019-09-12,51678,,,Anja,Ziegler,Zedernweg 135,55116,Mainz,aziegler@example.com,+49 (0)171 8106971,015210,1422,Fahrzeug abgeholt (/kommt nochmal),Vorgangsstatus,1422|958|1608,1,872418,104,false,1,57,damage,Auffahrunfall,Stoßstange vorne rechts,schwer,gesteuert,abgeschlossen,"KD meldet telefonisch: Auffahrunfall, Kunde war selbst aufgefahren. Stoßstange vorne rechts großflächig deformiert, ca. 15 cm.
Kunde bittet um Terminvorschlag.
Steuerung über Flottenpartner, Freigabe schriftlich nötig.
Bitte Lackabgleich, Farbton prüfen.
Steuerung: Flottenpartner Nord.
~~~~~~~~~~~~~
15.03.26 07:18 S. Keller: Endkontrolle offen"
835597,2026-02-26 15:32:29,2026-03-17 21:14:11,,true,,2026-03-16 15:14:11,,114592,144950,ZQB-S 54,ZZC40SKM6WX181593,Skoda,Fabia,PJ,2015-09-20,258285,,,Ralf,Kaiser,Kastanienallee 135,28203,Bremen,rkaiser@example.net,0159 3083148,152448,621,🕐⚡🛒 Teil immer noch nicht geliefert Termin kann nicht gehalten werden,Vorgangsstatus,621|953,1,545637,109,false,0,0,damage,Wildunfall,Kotflügel vorne rechts|Stoßstange vorne rechts|Motorhaube,leicht,teilkasko,laufend,"Skoda Fabia, ZQB-S 54, km 258285
Kunde kommt ohne Termin, Wildunfall in der Dämmerung, Polizei aufgenommen. Lackabrieb an Kotflügel vorne rechts, auf ganzer Länge.
Weiterer Schaden Stoßstange vorne rechts, Lackabrieb.
Weiterer Schaden Motorhaube, kleine Delle.
Bitte KVA vor Reparatur abstimmen.
Teilkasko, SB 150 EUR, KVA an Vers.
Kunde bekommt Zwischeninfo.
Versicherung: Kiesbach Assekuranz, Schadennr. 38124186."
839335,2026-06-28 13:23:45,2026-06-28 16:23:45,,true,,,,112606,145789,QQM-RX 422,ZZHA6VES5W3078289,Ford,Focus Turnier,DEH,2017-07-08,152885,,2,Bernd,Nolte,Buchenallee 20,12587,Berlin,bnolte@example.com,0174/9310524,408814,1559,"🔧📞 Mechanik Termin bitte vereinbaren /Teile, Freigabe eingetroffen",Vorgangsstatus,1559|1308|406,1,675758,,false,2,97,service,Bremsen,,,,neu,"Ford Focus Turnier, QQM-RX 422
Bei der Annahme festgestellt: Bremsscheiben hinten riefig, Kunde meldet Rubbeln.
Kunde holt am Abend ab. Leihwagen ja, Hol- und Bringservice ja.
Teile bestellt, Liefertermin offen.
~~~~~~~~~~~~~
05.07.26 18:23 Teiledienst: Fzg. in Halle, Zerlegung begonnen
12.07.26 19:23 Annahme: KV an Kunde verschickt"
829992,2026-04-08 14:30:27,2026-04-24 18:44:17,,false,2026-04-23 09:31:45,2026-04-20 08:44:17,2026-04-23 09:44:17,117131,152179,QQA-T 931,ZZE1V8X91RJ994267,Opel,Mokka,U,2020-01-11,65831,,,Kerstin,Haas,Drosselgasse 14,04109,Leipzig,khaas@example.com,+49 175 4843397,567808,41,🛑 Wartet auf Abholung durch Verwerter/Leasing/sonstige,Vorgangsstatus,41|397|609,2,721907|824041,,false,2,93,service,Räder und Reifen,,,,abgeschlossen,"Räder und Reifen: Räderwechsel Sommer auf Winter, Einlagerung vorhanden.
Kunde meldet Geräusch beim Lenken.
Kunde holt am Abend ab.
~~~~~~~~~~~~~
15.04.26 14:30 J. Herrmann: Leihwagen reserviert"
